Street,Event,Event Date/Time,Event Nature,P
4074 SAINT JOHNS ST,Call,4/30/14 7:35,DOMESTIC DISTURBANCE IP,0.8
408 BURGE PL,Call,9/9/12 2:14,DOMESTIC DISTURBANCE IP,0.8
408 CAREY AV,Call,10/21/13 10:32,DOMESTIC DISTURBANCE IP,0.8
408 DENNY ST,Call,8/1/11 1:47,DOMESTIC DISTURBANCE,0.8
408 DENNY ST,Call,6/8/11 3:09,DOMESTIC DISTURBANCE,0.8
408 E LEXINGTON AV,Arrest,12/8/12 15:40,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
408 E LEXINGTON AV,Arrest,3/9/12 22:19,FAILURE TO APPEAR,0.8
408 E LEXINGTON AV,Call,8/8/14 11:17,DOMESTIC DISTURBANCE IP,0.8
408 E LEXINGTON AV,Call,4/6/14 9:46,DOMESTIC DISTURBANCE IP,0.8
408 E LEXINGTON AV,Call,12/8/12 3:33,DOMESTIC DISTURBANCE IP,0.8
408 E LEXINGTON AV,Report,12/8/12 15:33,DOMESTIC DISTUR,0.8
408 GORDON ST,Call,8/27/12 12:08,DOMESTIC DISTURBANCE IP,0.8
408 GORDON ST,Call,8/11/12 5:22,DOMESTIC DISTURBANCE IP,0.8
408 GORDON ST,Call,5/18/11 10:39,DOMESTIC DISTURBANCE,0.8
408 GRAND ST,Call,7/19/13 7:04,DOMESTIC DISTURBANCE IP,0.8
408 HOBSON ST,Call,8/7/13 11:45,DOMESTIC DISTURBANCE,0.8
408 MACEDONIA WY,Arrest,8/14/13 16:55,BURGLARY (SECOND DEGREE),0.8
408 MACEDONIA WY,Arrest,1/3/13 3:14,INJURY TO PERSONAL PROPERTY,0.8
408 MACEDONIA WY,Arrest,8/11/13 23:28,KIDNAPPING,0.8
408 MACEDONIA WY,Arrest,8/14/13 16:55,WEAP-POSS BY FELON OF FIREARMS  ETC. PROHIBITED,0.8
408 MACEDONIA WY,Arrest,1/3/13 3:14,DOMESTIC CRIMINAL TRESPASS,0.8
408 MACEDONIA WY,Arrest,1/6/13 16:50,VIO DOM VIOLENCE ACT,0.8
408 MACEDONIA WY,Arrest,8/11/13 23:28,PROBATION VIOLATION,0.8
408 MACEDONIA WY,Arrest,11/29/12 22:15,FAILURE TO APPEAR,0.8
408 MACEDONIA WY,Arrest,8/14/13 16:55,LARCENY OF FIREARM,0.8
408 MACEDONIA WY,Arrest,8/11/13 23:28,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
408 MACEDONIA WY,Arrest,8/14/13 16:55,LARCENY AFTER B & E,0.8
408 MACEDONIA WY,Arrest,1/3/13 3:14,COMMUNICATING THREATS,0.8
408 MACEDONIA WY,Arrest,1/3/13 3:14,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
408 MACEDONIA WY,Arrest,5/13/12 19:11,FAILURE TO APPEAR,0.8
408 MACEDONIA WY,Arrest,8/11/13 23:28,INTERFERING WITH EMERGENCY COMMUNICATION,0.8
408 MACEDONIA WY,Arrest,3/21/14 21:28,PROBATION VIOLATION,0.8
408 MACEDONIA WY,Arrest,8/11/13 23:28,LARCENY,0.8
408 MACEDONIA WY,Call,8/18/14 9:03,DOMESTIC DISTURBANCE IP,0.8
408 MACEDONIA WY,Call,10/23/13 7:14,DOMESTIC DISTURBANCE,0.8
408 MACEDONIA WY,Call,1/3/13 1:41,DOMESTIC DISTURBANCE IP,0.8
408 OAKVIEW RD,Call,4/28/14 9:01,DOMESTIC DISTURBANCE,0.8
408 OAKVIEW RD,Call,6/2/11 1:36,DOMESTIC DISTURBANCE,0.8
408 SHADY LN,Call,8/21/13 4:04,DOMESTIC DISTURBANCE IP,0.8
408 WHITE OAK ST,Call,9/17/13 6:58,DOMESTIC DISTURBANCE,0.8
4080 BANBRIDGE DR,Call,6/6/14 2:02,DOMESTIC DISTURBANCE IP,0.8
4080 BANBRIDGE DR,Call,11/13/13 1:57,DOMESTIC DISTURBANCE IP,0.8
409 BURGE PL,Call,3/17/12 11:22,DOMESTIC DISTURBANCE IP,0.8
409 CABLE ST,Call,2/1/14 7:59,DOMESTIC DISTURBANCE IP,0.8
409 CABLE ST,Call,1/18/14 3:26,DOMESTIC DISTURBANCE IP,0.8
409 CABLE ST,Call,11/14/11 1:09,DOMESTIC DISTURBANCE IP,0.8
409 CABLE ST,Call,10/17/11 5:42,DOMESTIC DISTURBANCE IP,0.8
409 CABLE ST,Call,10/1/11 5:17,DOMESTIC DISTURBANCE IP,0.8
409 FERNDALE BV,Call,6/12/14 7:20,DOMESTIC DISTURBANCE IP,0.8
409 FRIDDLE DR,Call,6/26/14 6:53,DOMESTIC DISTURBANCE IP,0.8
409 FRIDDLE DR,Call,6/26/14 4:03,DOMESTIC DISTURBANCE IP,0.8
409 FRIDDLE DR,Call,5/27/14 10:56,DOMESTIC DISTURBANCE IP,0.8
409 FRIDDLE DR,Call,5/24/14 1:56,DOMESTIC DISTURBANCE IP,0.8
409 FRIDDLE DR,Call,1/8/14 9:44,DOMESTIC DISTURBANCE IP,0.8
409 FRIDDLE DR,Call,12/12/13 12:15,DOMESTIC DISTURBANCE IP,0.8
409 FRIDDLE DR,Call,9/19/13 4:51,DOMESTIC DISTURBANCE IP,0.8
409 FRIDDLE DR,Call,9/3/13 7:56,DOMESTIC DISTURBANCE IP,0.8
409 FRIDDLE DR,Call,5/25/13 6:05,DOMESTIC DISTURBANCE IP,0.8
409 FRIDDLE DR,Call,5/23/13 4:08,DOMESTIC DISTURBANCE IP,0.8
409 FRIDDLE DR,Call,1/22/13 10:04,DOMESTIC DISTURBANCE IP,0.8
409 FRIDDLE DR,Call,11/24/12 6:48,DOMESTIC DISTURBANCE IP,0.8
409 FRIDDLE DR,Call,11/21/12 7:31,DOMESTIC DISTURBANCE IP,0.8
409 FRIDDLE DR,Call,10/19/12 12:40,DOMESTIC DISTURBANCE IP,0.8
409 FRIDDLE DR,Call,9/20/12 2:07,DOMESTIC DISTURBANCE,0.8
409 FRIDDLE DR,Call,6/18/12 10:36,DOMESTIC DISTURBANCE IP,0.8
409 FRIDDLE DR,Call,1/17/12 11:56,DOMESTIC DISTURBANCE IP,0.8
409 FRIDDLE DR,Call,9/26/11 11:10,DOMESTIC DISTURBANCE IP,0.8
409 FRIDDLE DR,Call,7/5/11 8:38,DOMESTIC DISTURBANCE,0.8
409 FRIDDLE DR,Call,6/28/11 5:41,DOMESTIC DISTURBANCE,0.8
409 FRIDDLE DR,Call,6/1/11 4:46,DOMESTIC DISTURBANCE,0.8
409 FRIDDLE DR,Call,5/30/11 1:44,DOMESTIC DISTURBANCE,0.8
409 HAY ST,Arrest,8/19/11 16:03,HABITUAL FELON,0.8
409 HAY ST,Arrest,9/16/14 16:00,TRESPASS (SECOND DEGREE),0.8
409 HAY ST,Arrest,10/29/12 1:21,TRESPASS (FIRST DEGREE),0.8
409 HAY ST,Arrest,7/17/13 19:28,ASSAULT BY STRANGULATION INFLICTING SERIOUS INJURY,0.8
409 HAY ST,Call,7/17/13 6:56,DOMESTIC DISTURBANCE IP,0.8
409 HAY ST,Call,9/26/12 5:52,DOMESTIC DISTURBANCE IP,0.8
409 HAY ST,Call,3/30/12 10:13,DOMESTIC DISTURBANCE,0.8
409 HAY ST,Report,7/17/13 18:50,DOMESTIC DISTUR,0.8
409 LAKE AV,Call,8/14/11 5:49,DOMESTIC DISTURBANCE,0.8
409 LARDNER CT,Call,9/2/13 11:50,DOMESTIC DISTURBANCE,0.8
409 OTTERAY AV,Call,2/23/12 7:53,DOMESTIC DISTURBANCE,0.8
409 SPRING RD,Call,4/14/12 9:33,DOMESTIC DISTURBANCE IP,0.8
409 SPRING RD,Report,4/14/12 9:15,DOMESTIC DISTUR,0.8
409 WHITE OAK ST,Call,7/20/13 1:38,DOMESTIC DISTURBANCE,0.8
409 WHITE OAK ST,Call,7/20/13 12:54,DOMESTIC DISTURBANCE,0.8
409 WHITE OAK ST,Call,1/1/13 6:25,DOMESTIC DISTURBANCE,0.8
409 WHITE OAK ST,Call,9/1/12 5:45,DOMESTIC DISTURBANCE,0.8
409-A ACADEMY ST,Arrest,4/21/13 15:41,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
409-A ACADEMY ST,Arrest,7/5/13 18:00,VIOLATE 50B ORDER,0.8
409-A ACADEMY ST,Arrest,7/3/13 7:56,POSSESSION OF DRUG PARAPHERNALIA,0.8
409-A ACADEMY ST,Call,4/21/13 2:58,DOMESTIC DISTURBANCE IP,0.8
409-A ACADEMY ST,Report,4/21/13 14:58,DOMESTIC DISTUR,0.8
409-A HAY ST,Call,4/8/11 12:10,DOMESTIC DISTURBANCE,0.8
409-A TAYLOR AV,Call,7/24/11 2:53,DOMESTIC DISTURBANCE,0.8
409-A TAYLOR AV,Call,7/12/11 8:13,DOMESTIC DISTURBANCE,0.8
409-E TAYLOR AV,Call,5/26/12 8:34,DOMESTIC DISTURBANCE IP,0.8
409-E TAYLOR AV,Call,11/11/11 1:13,DOMESTIC DISTURBANCE IP,0.8
409-E TAYLOR AV,Call,10/10/11 2:35,DOMESTIC DISTURBANCE,0.8
409-E TAYLOR AV,Report,5/26/12 5:00,VANDALISM,0.8
4099 RIVER POINTE PL/EASTCHESTER DR,Call,10/23/11 12:00,DOMESTIC DISTURBANCE IP,0.8
4099 SAINT JOHNS ST/SKEET CLUB RD,Call,9/11/11 10:08,DOMESTIC DISTURBANCE IP,0.8
410 BARKER AV,Call,6/18/14 10:35,DOMESTIC DISTURBANCE,0.8
410 E DAYTON AV,Call,2/5/13 1:16,DOMESTIC DISTURBANCE IP,0.8
410 E DAYTON AV,Call,1/11/13 11:33,DOMESTIC DISTURBANCE,0.8
410 E DAYTON AV,Call,1/9/13 10:15,DOMESTIC DISTURBANCE IP,0.8
410 E DAYTON AV,Call,7/9/12 2:41,DOMESTIC DISTURBANCE,0.8
410 FORREST ST,Call,11/3/12 11:33,DOMESTIC DISTURBANCE,0.8
410 FORREST ST,Call,9/30/11 7:01,DOMESTIC DISTURBANCE IP,0.8
410 HICKORY CHAPEL RD,Call,9/7/12 7:40,DOMESTIC DISTURBANCE IP,0.8
410 HICKORY CHAPEL RD,Report,9/7/12 19:40,ASSAULT WITH DE,0.8
410 N ROTARY DR,Call,5/15/11 5:51,DOMESTIC DISTURBANCE,0.8
410 SMITH ST,Call,2/23/12 7:19,DOMESTIC DISTURBANCE IP,0.8
410 SMITH ST,Call,9/20/11 1:11,DOMESTIC DISTURBANCE IP,0.8
410 W RAY AV,Call,7/22/14 12:21,DOMESTIC DISTURBANCE,0.8
410 W RAY AV,Call,2/12/14 10:10,DOMESTIC DISTURBANCE IP,0.8
410 W RAY AV,Call,2/5/14 7:34,DOMESTIC DISTURBANCE IP,0.8
410 W RAY AV,Call,1/3/14 3:37,DOMESTIC DISTURBANCE IP,0.8
410 W RAY AV,Call,8/24/13 7:01,DOMESTIC DISTURBANCE IP,0.8
410 W RAY AV,Report,7/22/14 0:15,DOMESTIC DISTUR,0.8
410-A MEREDITH ST,Call,7/16/14 4:56,DOMESTIC DISTURBANCE IP,0.8
410-A MEREDITH ST,Call,9/30/11 10:30,DOMESTIC DISTURBANCE,0.8
410-A MEREDITH ST,Call,7/6/11 1:15,DOMESTIC DISTURBANCE,0.8
410-B WALNUT ST,Call,5/17/13 11:19,DOMESTIC DISTURBANCE,0.8
4100 BEECHWOOD DR,Call,7/15/13 5:54,DOMESTIC DISTURBANCE IP,0.8
4100 BEECHWOOD DR,Report,10/7/14 13:30,VANDALISM-HPD,0.8
4100 BEECHWOOD DR,Report,7/15/13 5:54,DOMESTIC DISTUR,0.8
4101 DELOACH CT,Call,1/29/13 3:34,DOMESTIC DISTURBANCE IP,0.8
4101 HARDAWAY DR,Call,10/9/11 2:03,DOMESTIC DISTURBANCE IP,0.8
4102 PRECISION WY,Call,11/21/13 3:50,DOMESTIC DISTURBANCE,0.8
4105 PENNFIELD WY,Call,9/3/14 4:13,DOMESTIC DISTURBANCE IP,0.8
4105 PENNFIELD WY,Call,8/31/14 4:56,DOMESTIC DISTURBANCE IP,0.8
4105 PENNFIELD WY,Call,7/12/11 3:52,DOMESTIC DISTURBANCE,0.8
4105 PENNFIELD WY,Call,4/24/11 7:00,DOMESTIC DISTURBANCE,0.8
4109 SAINT JOHNS ST,Call,8/23/13 7:29,DOMESTIC DISTURBANCE,0.8
411 CLOVER DR,Call,10/2/12 6:41,DOMESTIC DISTURBANCE IP,0.8
411 CLOVER DR,Call,7/29/12 10:33,DOMESTIC DISTURBANCE IP,0.8
411 E DAYTON AV,Call,7/25/14 3:27,DOMESTIC DISTURBANCE IP,0.8
411 E DAYTON AV,Call,9/4/13 11:35,DOMESTIC DISTURBANCE,0.8
411 E FARRISS AV,Call,12/22/13 9:27,DOMESTIC DISTURBANCE IP,0.8
411 E STATE AV,Call,7/8/14 3:38,DOMESTIC DISTURBANCE,0.8
411 GREER AV,Call,7/1/11 10:54,DOMESTIC DISTURBANCE,0.8
411 HAY ST,Call,9/27/14 10:55,DOMESTIC DISTURBANCE IP,0.8
411 LARDNER CT,Call,3/13/13 5:28,DOMESTIC DISTURBANCE,0.8
411 LARDNER CT,Call,8/17/11 10:42,DOMESTIC DISTURBANCE,0.8
411 LASSITER DR,Call,6/24/13 4:56,DOMESTIC DISTURBANCE,0.8
411 LASSITER DR,Call,11/1/12 5:08,DOMESTIC DISTURBANCE,0.8
411 MEREDITH ST,Call,3/25/14 12:53,DOMESTIC DISTURBANCE,0.8
411 N CENTENNIAL ST,Arrest,5/18/12 2:45,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
411 N CENTENNIAL ST,Arrest,6/5/13 13:27,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
411 N CENTENNIAL ST,Call,12/12/13 5:57,DOMESTIC DISTURBANCE IP,0.8
411 N CENTENNIAL ST,Call,6/5/13 6:31,DOMESTIC DISTURBANCE IP,0.8
411 N CENTENNIAL ST,Call,5/18/12 2:27,DOMESTIC DISTURBANCE IP,0.8
411 N CENTENNIAL ST,Report,6/5/13 6:30,DOMESTIC DISTUR,0.8
411 N CENTENNIAL ST,Report,5/18/12 2:25,DOMESTIC DISTUR,0.8
411 N CENTENNIAL ST,Report,12/12/13 17:40,DOMESTIC DISTUR,0.8
411 N WARD AV,Call,7/8/13 6:28,DOMESTIC DISTURBANCE IP,0.8
411 N WARD AV,Call,5/10/12 6:23,DOMESTIC DISTURBANCE IP,0.8
411 N WARD AV,Call,9/25/11 7:29,DOMESTIC DISTURBANCE,0.8
411 PARK ST,Arrest,7/9/13 16:50,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
411 PARK ST,Arrest,7/9/13 16:50,HABITUAL MISDEMEANOR ASSAULT,0.8
411 PARK ST,Arrest,9/26/12 0:30,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
411 PARK ST,Arrest,2/18/12 19:33,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
411 PARK ST,Arrest,6/28/13 9:24,HABITUAL MISDEMEANOR ASSAULT,0.8
411 PARK ST,Arrest,11/26/12 12:07,VIO DOM VIOLENCE ACT,0.8
411 PARK ST,Arrest,9/26/12 0:30,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
411 PARK ST,Arrest,7/9/13 16:50,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
411 PARK ST,Arrest,7/9/13 16:50,HABITUAL MISDEMEANOR ASSAULT,0.8
411 PARK ST,Arrest,2/18/12 19:33,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
411 PARK ST,Arrest,11/26/12 12:07,VIO DOM VIOLENCE ACT,0.8
411 PARK ST,Arrest,6/28/13 9:24,HABITUAL MISDEMEANOR ASSAULT,0.8
411 PARK ST,Arrest,6/11/13 1:40,INTOXICATED AND DISRUPTIVE,0.8
411 PARK ST,Arrest,6/11/13 1:40,INTOXICATED AND DISRUPTIVE,0.8
411 PARK ST,Arrest,6/29/14 13:05,COMMUNICATING THREATS,0.8
411 PARK ST,Arrest,11/18/12 20:25,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
411 PARK ST,Arrest,4/28/14 21:00,TRESPASS (SECOND DEGREE),0.8
411 PARK ST,Arrest,7/6/14 1:27,CITY ORD  VIOL CONSUME ON STREET/HIGHWAY,0.8
411 PARK ST,Arrest,7/6/14 1:27,CITY ORD  VIOL CONSUME ON STREET/HIGHWAY,0.8
411 PARK ST,Arrest,11/18/12 20:25,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
411 PARK ST,Arrest,4/28/14 21:00,TRESPASS (SECOND DEGREE),0.8
411 PARK ST,Arrest,6/29/14 13:05,COMMUNICATING THREATS,0.8
411 PARK ST,Call,6/25/14 3:27,DOMESTIC DISTURBANCE,0.8
411 PARK ST,Call,9/4/13 1:18,DOMESTIC DISTURBANCE IP,0.8
411 PARK ST,Call,11/26/12 10:21,DOMESTIC DISTURBANCE IP,0.8
411 PARK ST,Call,11/18/12 8:05,DOMESTIC DISTURBANCE IP,0.8
411 PARK ST,Call,7/24/11 12:35,DOMESTIC DISTURBANCE,0.8
411 PARK ST,Report,11/18/12 20:05,DOMESTIC DISTUR,0.8
411 PINE GROVE DR,Call,4/15/14 10:04,DOMESTIC DISTURBANCE IP,0.8
411 PINE GROVE DR,Call,12/19/12 4:48,DOMESTIC DISTURBANCE IP,0.8
411 PINE GROVE DR,Call,3/18/12 12:41,DOMESTIC DISTURBANCE IP,0.8
411 PINE GROVE DR,Call,2/12/12 1:10,DOMESTIC DISTURBANCE IP,0.8
411 PINE GROVE DR,Report,3/18/12 0:41,DOMESTIC DISTUR,0.8
411 PINE GROVE DR,Report,2/12/12 1:00,DOMESTIC DISTUR,0.8
411 RIDGEWAY PL,Call,11/27/13 8:58,DOMESTIC DISTURBANCE IP,0.8
411 RIDGEWAY PL,Report,11/27/13 20:58,PUBLIC DISTURBA,0.8
411 SHADY LN,Call,2/18/12 7:53,DOMESTIC DISTURBANCE IP,0.8
411 SHADY LN,Report,4/15/12 10:59,ASSAULT,0.8
411 SHADY LN,Report,9/7/12 22:13,ASSAULT,0.8
411 SHADY LN,Report,10/21/13 0:00,CHILD ABUSE,0.8
411 SHADY LN,Report,10/16/12 17:15,AFFRAY (FIGHT),0.8
411 SHADY LN,Report,2/15/12 20:00,DOMESTIC DISTUR,0.8
411 SHADY LN,Report,8/8/14 4:06,CHILD ABUSE,0.8
411 SHADY LN,Report,10/6/13 13:00,SEXUAL ASSAULT,0.8
411 SHADY LN,Report,11/21/13 17:55,ASSAULT HPD,0.8
411 SHADY LN,Report,7/8/12 6:40,ASSAULT,0.8
411 SHADY LN,Report,6/29/14 17:21,INVESTIGATE,0.8
411 SHADY LN,Report,4/13/13 19:20,ASSAULT,0.8
411 SHADY LN,Report,10/2/14 11:40,ASSAULT HPD,0.8
411 SHADY LN,Report,11/22/11 20:45,DOMESTIC DISTUR,0.8
411 SHADY LN,Report,4/23/13 10:00,LARCENY OTHER,0.8
411 SHADY LN,Report,12/17/13 22:28,PUBLIC DISTURBA,0.8
411 SHADY LN,Report,9/2/12 12:34,ASSAULT WITH DE,0.8
411 SMITH ST,Call,6/26/14 11:32,DOMESTIC DISTURBANCE IP,0.8
411 SMITH ST,Call,7/7/12 10:03,DOMESTIC DISTURBANCE IP,0.8
411 SMITH ST,Call,5/15/12 12:46,DOMESTIC DISTURBANCE IP,0.8
411 W FAIRFIELD RD,Call,7/7/12 12:55,DOMESTIC DISTURBANCE IP,0.8
411 WALNUT ST,Arrest,5/8/12 1:04,ASSAULT & BATTERY,0.8
411 WALNUT ST,Arrest,11/7/12 16:14,KIDNAPPING,0.8
411 WALNUT ST,Arrest,5/8/12 1:04,BREAKING AND ENTERING - BUILDING  (MISDEMEANOR),0.8
411 WALNUT ST,Arrest,11/6/12 18:45,COMMUNICATING THREATS,0.8
411 WALNUT ST,Arrest,11/6/12 18:45,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
411 WALNUT ST,Arrest,3/15/12 15:45,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
411 WALNUT ST,Call,3/15/12 2:15,DOMESTIC DISTURBANCE IP,0.8
411 WALNUT ST,Call,3/8/12 6:10,DOMESTIC DISTURBANCE IP,0.8
411 WOODBURY ST,Arrest,7/25/12 9:40,ASSAULT WITH DEADLY WEAPON INFLICTING SERIOUS INJ.,0.8
411 WOODBURY ST,Arrest,7/30/11 3:51,FAILURE TO RETURN HIRED PROPERTY,0.8
411 WOODBURY ST,Arrest,10/12/13 14:20,ASSAULT & BATTERY,0.8
411 WOODBURY ST,Arrest,4/27/13 9:30,BREAKING AND ENTERING - BUILDING  (MISDEMEANOR),0.8
411 WOODBURY ST,Arrest,9/6/13 2:36,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
411 WOODBURY ST,Arrest,10/13/13 10:57,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
411 WOODBURY ST,Arrest,11/19/12 20:49,ASSAULT INFLICTING SERIOUS INJURY OR AWDW,0.8
411 WOODBURY ST,Arrest,4/27/13 9:30,INTERFERING WITH EMERGENCY COMMUNICATION,0.8
411 WOODBURY ST,Arrest,8/13/13 14:04,VIO.OF RESTRICTIONS ON RELEASE ORDER,0.8
411 WOODBURY ST,Call,9/6/13 2:33,DOMESTIC DISTURBANCE IP,0.8
411 WOODBURY ST,Call,8/13/13 11:15,DOMESTIC DISTURBANCE IP,0.8
411 WOODBURY ST,Call,4/14/13 3:18,DOMESTIC DISTURBANCE,0.8
411 WOODBURY ST,Call,4/14/13 12:18,DOMESTIC DISTURBANCE IP,0.8
411 WOODBURY ST,Call,11/19/12 6:27,DOMESTIC DISTURBANCE IP,0.8
411 WOODBURY ST,Call,10/28/12 11:31,DOMESTIC DISTURBANCE,0.8
411 WOODBURY ST,Call,9/3/12 1:34,DOMESTIC DISTURBANCE IP,0.8
411 WOODBURY ST,Call,12/29/11 4:32,DOMESTIC DISTURBANCE,0.8
411 WOODBURY ST,Call,9/17/11 2:10,DOMESTIC DISTURBANCE IP,0.8
411 WOODBURY ST,Call,9/6/11 2:20,DOMESTIC DISTURBANCE IP,0.8
411 WOODBURY ST,Call,9/5/11 11:03,DOMESTIC DISTURBANCE IP,0.8
411 WOODBURY ST,Call,7/30/11 3:17,DOMESTIC DISTURBANCE,0.8
411 WOODBURY ST,Report,6/5/12 3:30,ASSAULT WITH DE,0.8
411 WOODBURY ST,Report,8/13/13 23:15,AFFRAY (FIGHT),0.8
411 WOODBURY ST,Report,10/11/13 0:00,CRIMINAL PROCES,0.8
411 WOODBURY ST,Report,4/14/13 2:55,DOMESTIC DISTUR,0.8
411 WOODBURY ST,Report,11/19/12 15:30,ASSAULT,0.8
411 WOODBURY ST,Report,9/6/13 2:30,CRIMINAL PROCES,0.8
411-1105 PARK ST,Call,2/1/13 7:15,DOMESTIC DISTURBANCE,0.8
411-1111 PARK ST,Call,1/2/14 11:59,DOMESTIC DISTURBANCE IP,0.8
411-1112 PARK ST,Call,10/14/11 1:32,DOMESTIC DISTURBANCE,0.8
411-1112 PARK ST,Call,10/14/11 12:59,DOMESTIC DISTURBANCE,0.8
411-1112 PARK ST,Call,10/13/11 11:59,DOMESTIC DISTURBANCE,0.8
411-1115 PARK ST,Call,3/12/14 4:25,DOMESTIC DISTURBANCE,0.8
411-1115 PARK ST,Call,8/24/13 11:10,DOMESTIC DISTURBANCE,0.8
411-1115 PARK ST,Call,1/26/13 12:31,DOMESTIC DISTURBANCE,0.8
411-1115 PARK ST,Call,11/18/12 11:40,DOMESTIC DISTURBANCE,0.8
411-1115 PARK ST,Call,7/29/12 2:09,DOMESTIC DISTURBANCE,0.8
411-1115 PARK ST,Call,7/20/12 12:42,DOMESTIC DISTURBANCE,0.8
411-1117 PARK ST,Call,5/14/11 1:35,DOMESTIC DISTURBANCE,0.8
411-1213 PARK ST,Call,3/13/13 8:59,DOMESTIC DISTURBANCE,0.8
411-1309 PARK ST,Call,8/12/11 11:53,DOMESTIC DISTURBANCE,0.8
411-1311 PARK ST,Call,12/6/13 9:56,DOMESTIC DISTURBANCE,0.8
411-1316 PARK ST,Call,6/6/12 11:21,DOMESTIC DISTURBANCE,0.8
411-1407 PARK ST,Call,5/28/14 8:24,DOMESTIC DISTURBANCE IP,0.8
411-1407 PARK ST,Call,8/17/12 11:47,DOMESTIC DISTURBANCE IP,0.8
411-1417 PARK ST,Arrest,9/6/12 13:34,CONCEALMENT OF MERCHANDISE,0.8
411-1417 PARK ST,Arrest,8/25/13 0:42,FAILURE TO APPEAR,0.8
411-1417 PARK ST,Arrest,12/31/12 10:53,TRESPASS (SECOND DEGREE),0.8
411-1417 PARK ST,Arrest,8/26/11 17:25,POSSESSION OF DRUG PARAPHERNALIA,0.8
411-1417 PARK ST,Arrest,3/13/12 13:08,FAILURE TO APPEAR,0.8
411-1417 PARK ST,Arrest,3/13/12 13:08,PROBATION VIOLATION,0.8
411-1417 PARK ST,Arrest,12/15/12 11:00,ASSAULT ON FEMALE,0.8
411-1417 PARK ST,Arrest,7/22/12 23:04,INJURY TO PERSONAL PROPERTY,0.8
411-1417 PARK ST,Arrest,11/19/13 9:00,FAILURE TO APPEAR,0.8
411-1417 PARK ST,Arrest,11/6/11 19:00,FAILURE TO APPEAR,0.8
411-1417 PARK ST,Arrest,2/9/12 20:08,FAILURE TO APPEAR,0.8
411-1417 PARK ST,Arrest,9/5/11 15:55,TRESPASS (SECOND DEGREE),0.8
411-1417 PARK ST,Arrest,8/25/13 1:59,FAILURE TO APPEAR,0.8
411-1417 PARK ST,Arrest,12/15/12 13:02,FAILURE TO APPEAR,0.8
411-1417 PARK ST,Arrest,10/19/13 15:00,SHOPLIFTING,0.8
411-1417 PARK ST,Arrest,9/6/12 13:34,CONCEALMENT OF MERCHANDISE,0.8
411-1417 PARK ST,Arrest,12/15/12 13:02,AFFRAY OR SIMPLE ASSAULT,0.8
411-1417 PARK ST,Arrest,6/16/14 19:54,FAILURE TO APPEAR,0.8
411-1417 PARK ST,Arrest,4/10/13 15:51,LARCENY (MISDEMEANOR),0.8
411-1417 PARK ST,Arrest,1/26/12 10:30,FAILURE TO APPEAR,0.8
411-1417 PARK ST,Arrest,4/10/13 15:51,TRESPASS (SECOND DEGREE),0.8
411-1417 PARK ST,Arrest,9/15/11 16:33,TRESPASS (SECOND DEGREE),0.8
411-1417 PARK ST,Call,9/15/11 3:28,DOMESTIC DISTURBANCE,0.8
411-1417 PARK ST,Call,8/26/11 2:45,DOMESTIC DISTURBANCE,0.8
411-1419 PARK ST,Call,3/6/14 1:45,DOMESTIC DISTURBANCE IP,0.8
411-1419 PARK ST,Call,2/22/14 2:17,DOMESTIC DISTURBANCE,0.8
411-1419 PARK ST,Call,12/12/13 3:14,DOMESTIC DISTURBANCE IP,0.8
411-1419 PARK ST,Call,8/28/13 1:27,DOMESTIC DISTURBANCE,0.8
411-1419 PARK ST,Call,8/3/13 6:53,DOMESTIC DISTURBANCE IP,0.8
411-1501 PARK ST,Call,7/6/13 8:50,DOMESTIC DISTURBANCE,0.8
4110 PREMIER DR,Call,10/14/14 8:32,DOMESTIC DISTURBANCE,0.8
4110 PREMIER DR,Call,3/19/14 8:49,DOMESTIC DISTURBANCE IP,0.8
4111 JEFFREY LANE PT,Call,7/31/14 7:37,DOMESTIC DISTURBANCE IP,0.8
4111 JEFFREY LANE PT,Report,7/31/14 7:37,DOMESTIC DISTUR,0.8
